"","V1","V2","V3","V4","V5"
"1",-0.96030122106531,-0.00654719401256534,1.49849616428034,1.21833863498934,-0.502868029181218
"2",-0.271508266791609,0.46940882879262,0.399696236240791,0.788744941789797,-1.03206807951668
"3",-0.687389957684398,-1.4304112343407,-1.5935648659014,-0.484868931594193,-0.934700347053527
"4",-0.200699342923805,-0.562945653325127,0.201343087335923,0.565858203273747,-0.390390874149298
"5",-0.242051594244419,-0.955758703681708,-0.0602511969108672,0.292383992339656,0.6772643013697
"6",-1.0658732641413,-0.675069445336793,-2.19336724877568,-0.881219247938161,-0.815305733326842
"7",0.175879369885089,-1.42890488823639,-0.880466862255509,0.846959759923205,-0.0390070438632848
"8",-0.0236896701035782,-0.0867959699866277,0.982895380198638,1.36357820857585,2.16329896319872
"9",-1.0721356017897,1.07780085456599,1.15778587611967,0.51274238103833,0.125745573201923
"10",0.267459292622987,1.46083184304115,0.408465756784678,-0.962088349617837,0.330303599062238
"11",-1.38849838560586,-0.815201870809796,-0.726939856914507,-1.24051655750851,0.0885874622934398
"12",-0.117797498686764,0.255761935450589,-0.0657632406459971,-0.901535273598008,-0.424129816048887
"13",-1.19192999810113,-1.82211665393373,0.53027150686283,1.04118366270817,-0.207744687816603
"14",0.305927854417607,-0.337889696010391,-0.386549774377609,0.169116487711655,0.0206444325714244
"15",1.130498857321,0.56716436055234,-0.201840114120575,0.331099814126318,0.281129208766217
"16",-2.14357301512157,0.0564355633332406,-1.55397227349472,-0.76454511528538,-2.1019023551432
"17",0.0190472111834075,-0.35690126122951,-0.644323660372154,-0.379268925949557,-0.17379707596765
"18",1.43839798927059,0.452478762703764,1.35378271890055,2.01965702512599,1.48986477361213
"19",-0.749382746265325,-0.5466663710714,-0.966241791448705,-0.996001644525259,1.29246224825127
"20",-0.124232299665351,0.257723759330686,-0.463239432585113,0.559430538297569,1.67834256127946
"21",1.10030732849214,0.331269148735977,1.21247416515807,0.0387422946739621,1.09457440992525
"22",-1.07369954031611,0.122171968343945,0.581458738903916,0.118700713281142,0.814600029443813
"23",0.147375300756677,0.0533271217532626,1.40280014236823,1.53595193006219,-0.0339544111795976
"24",-0.108085752820844,0.322732740323455,1.39027554729364,0.0718760610167557,0.597431719093004
"25",1.70093043395905,1.33585524399517,0.0507950023289739,-0.0499869322924577,-0.88654551849548
"26",0.219031127742808,1.30784419436927,1.19559491931327,1.4218497122532,1.42747761581332
"27",0.37556149118774,-1.30467527685816,-0.129368556025818,-1.48606293514459,0.048736892570498
"28",0.114734978516803,0.103802868713549,-0.470261924105126,-0.448533695804343,0.39083479868234
"29",-0.552628924657566,0.437063160084537,1.93295993692324,0.358981735059877,1.42254646796808
"30",-0.455368783328483,-0.58359794823492,-2.0172483623324,-0.520255355165262,-0.362913453130442
"31",-0.576085603511557,0.987255205070959,0.556697560566048,-1.17420008119405,-1.76330356915355
"32",0.884257832981864,-0.138758716613463,0.327139497545561,0.321131592969592,-0.37336144845087
"33",-0.305282586782848,-0.975143159816614,-0.490823250641367,-0.471057558875458,-0.780919242112261
"34",-0.981799061676515,-0.0207056078019527,-1.42555758378779,-0.757917301757135,0.434618329344371
"35",-1.55534633450533,-1.49654205907354,-0.924326039093564,0.201115336814267,1.20537360475118
"36",1.39199102353096,-0.504002256309847,-1.58726545079328,-0.049331845020707,-1.21450305464614
