"","V1","V2","V3","V4","V5","V6"
"1",0.148789665967144,-0.0147530881960228,-0.0177640261796232,-0.211185565828031,1.9478366755795,0.431153450961431
"2",1.44540262330948,1.67430336505614,1.17210719118514,-0.952737833145202,1.33835091796146,0.986214225383601
"3",-6.81324756559118,-8.11915581054096,-8.56567089060357,-0.545512513699025,-0.315061976064312,-0.262316019731992
"4",0.534116494388437,-1.69621365403569,-1.11687432039247,-0.0337546026348143,-1.67126381820201,-1.06360016911587
"5",-0.533420093395717,-3.15972183760566,-0.898808425675673,-0.273704697940191,1.90362145212122,1.38738920541962
"6",-9.10527832948663,-7.93175258474259,-8.88041598047174,0.643408890330816,-0.215288016135799,-0.491731253069925
"7",-2.73084776575975,-2.89642816474424,-2.45538963236605,0.767105393331387,-0.464821381061859,0.149339661991294
"8",4.1734427989919,4.07117671019911,1.06034898527217,2.4074012621299,0.157560182986655,-0.190671934887346
"9",0.809049747902112,0.790785128284451,0.451266003781889,0.407602631524377,-0.592815278230045,-0.227018628759316
"10",3.94486647686894,3.94565046082443,4.70061935145836,-0.0345962336229142,-0.586244190212206,-0.718539203350115
"11",-7.98621271504899,-6.37363524969439,-5.94790174261553,1.2428084189333,-3.1784431175952,1.79317120663405
"12",-1.07459936508724,2.43869507243074,-0.931616086710638,-0.121912497623882,-1.57017578979264,0.271448363359526
"13",-6.10062409152948,-7.0629577801986,-5.64093736454469,-0.714222849658368,0.873972836614493,0.478582846110422
"14",-0.955037899159262,0.499141496334952,-1.18637288579939,-0.259799671505546,0.624467658980591,-0.63965394647991
"15",3.07938816865893,2.85065613804576,4.69034047275421,1.39589998758179,0.5003515732132,-0.0218446554451265
"16",-7.81604923115621,-8.50311005652684,-8.05910291592949,0.938225812722909,-1.67038333082531,-1.66266141321434
"17",-1.59505454117479,-2.15363686282098,-0.933476562018636,0.66660349388461,-1.14907613298763,-0.0180240252652895
"18",8.24007523440279,8.13243028558307,7.23069562155676,-0.975555908157737,1.16279283816031,-1.71640369935331
"19",-4.61717463227286,-3.72867239877185,-3.59865820527875,0.35679410183489,-0.760240039975102,0.13095191625149
"20",-2.18033347458311,-1.59465391905717,-0.965487711545106,1.30586375911923,-0.772979943444841,2.01928397183568
"21",6.50434794981524,7.17883763488895,5.98260221864171,-2.01079089834804,-1.13699514731419,-0.0299046995406633
"22",-0.76038594175324,-1.81204096377273,-2.89365838492635,-0.43869408613197,0.908055100466202,0.676849000181416
"23",2.47922289424827,3.60082476746503,3.23235488345413,1.48184826252236,0.212476514900424,0.559865224454205
"24",4.10100845527311,3.21250278172742,1.78015820089615,0.324720992773672,0.252322145608396,0.907892381447054
"25",7.68570944151384,6.32919598544539,7.71640919036629,-1.57266060896853,-0.856068712354925,-0.716679457476854
"26",4.3626141098282,3.77593798628186,4.9667596046665,0.156674912368041,-0.639829183336913,0.926909303136037
"27",-2.3523205484189,-1.20292795555697,-2.24252182504342,0.103806029349145,-1.25100863881007,-0.171204034271794
"28",-1.1073450531461,0.914953902555749,-0.0570136142548859,-0.304072639597103,-1.75040404666112,0.508753358540948
